time_stamp,cpu_avg,cpu_max,mem_avg,mem_max,plan_cpu,plan_mem,cpu_util_percent,mem_util_percent,disk_io_percent,dist_label
251140,94.0,113.0,0.17,0.0,100.0,0.49,27,80,1,1
251150,94.0,113.0,0.17,0.0,100.0,0.49,23,80,1,1
251160,94.0,113.0,0.17,0.0,100.0,0.49,21,80,1,1
251170,106.0,202.0,0.53,0.56,50.0,0.59,25,79,1,1
251180,142.0,182.0,0.05,0.06,100.0,0.3,43,79,1,1
251200,76.0,180.0,0.03,0.04,100.0,0.3,9,79,1,1
251210,88.0,101.0,0.0,0.0,100.0,0.2,24,79,1,1
251220,61.0,157.0,0.05,0.06,100.0,0.3,25,79,1,1
251230,62.0,114.0,0.03,0.03,100.0,0.3,38,79,1,1
251240,42.0,83.0,0.06,0.06,100.0,0.3,60,80,1,1
251250,11.0,57.0,0.03,0.04,100.0,0.3,26,79,1,1
251260,57.0,136.0,1.22,1.37,100.0,0.49,27,79,1,1
251270,13.0,136.0,0.04,0.05,100.0,0.3,25,79,1,1
251280,79.0,102.0,0.08,0.12,100.0,0.3,35,80,0,1
251290,11.0,26.0,0.03,0.03,100.0,0.3,37,80,0,1
251300,82.0,93.0,0.07,0.07,100.0,0.3,37,79,0,1
251310,86.0,94.0,0.06,0.06,100.0,0.3,8,80,0,1
251320,72.0,82.0,0.03,0.03,100.0,0.3,11,80,0,1
251330,100.0,102.0,0.03,0.03,50.0,0.2,21,80,0,1
251350,102.0,108.0,0.06,0.06,75.0,0.1,20,80,1,1
251360,202.0,670.0,0.73,1.11,100.0,0.3,29,80,1,1
251370,202.0,670.0,0.73,1.11,100.0,0.3,22,81,1,1
251380,202.0,670.0,0.73,1.11,100.0,0.3,24,80,1,1
251390,34.0,82.0,0.03,0.03,100.0,0.3,37,80,1,1
251400,70.0,86.0,0.03,0.03,100.0,0.3,51,80,2,1
251410,70.0,89.0,0.02,0.03,50.0,0.59,16,79,2,1
251420,2.0,60.0,0.03,0.03,100.0,0.39,31,79,2,1
251430,54.0,75.0,0.04,0.04,100.0,0.3,66,79,2,1
251440,100.0,106.0,0.03,0.04,50.0,0.2,48,79,2,1
251450,26.0,200.0,0.03,0.04,100.0,0.3,23,79,2,1
251460,105.0,540.0,0.22,0.33,50.0,0.39,11,79,2,1
251470,81.0,178.0,0.02,0.03,50.0,0.39,11,79,2,1
251480,92.0,101.0,0.05,0.06,50.0,0.39,12,79,2,1
251490,50.0,101.0,0.8,0.86,100.0,0.49,10,79,2,1
251500,89.0,109.0,0.04,0.04,100.0,0.3,16,79,2,1
251510,97.0,100.0,0.03,0.03,50.0,0.2,60,79,2,1
251520,96.0,150.0,0.03,0.03,50.0,0.2,29,79,1,1
251530,65.0,77.0,0.03,0.03,100.0,0.3,26,79,1,1
251540,27.0,40.0,0.03,0.03,100.0,0.3,49,79,1,1
251550,67.0,72.0,0.03,0.03,100.0,0.3,28,79,1,1
251560,23.0,88.0,0.03,0.03,100.0,0.3,29,79,1,1
251570,62.0,100.0,0.04,0.04,100.0,0.3,22,79,1,1
251580,96.0,103.0,0.03,0.03,100.0,0.3,14,79,1,1
251590,79.0,134.0,0.03,0.03,100.0,0.3,7,79,1,1
251600,78.0,101.0,0.03,0.03,100.0,0.3,6,79,1,1
251610,126.0,199.0,0.13,0.22,50.0,0.39,9,79,1,1
251620,89.0,94.0,0.03,0.03,100.0,0.3,8,79,1,1
251630,53.0,106.0,0.09,0.18,50.0,0.59,10,79,1,1
251640,99.0,123.0,0.05,0.06,100.0,0.3,25,80,1,1
251650,76.0,86.0,0.04,0.04,100.0,0.3,30,80,1,1
251660,96.0,104.0,0.07,0.07,100.0,0.3,31,80,1,1
251670,122.0,172.0,0.25,0.26,50.0,0.39,30,80,1,1
251680,93.0,114.0,0.07,0.07,100.0,0.3,37,79,1,1
251690,103.0,136.0,0.21,0.23,50.0,0.39,38,79,1,1
251700,106.0,193.0,0.08,0.13,50.0,0.59,42,79,1,1
251710,75.0,78.0,0.05,0.09,50.0,0.59,18,79,1,1
251720,158.0,688.0,0.2,0.22,100.0,0.3,8,79,1,1
251730,27.0,45.0,0.03,0.03,100.0,0.3,8,79,1,1
251740,24.0,49.0,0.03,0.04,100.0,0.3,8,79,1,1
251750,74.0,90.0,0.04,0.04,100.0,0.3,8,79,1,1
251760,96.0,101.0,0.03,0.04,100.0,0.3,19,79,1,1
251770,95.0,101.0,0.03,0.04,100.0,0.3,19,80,1,1
251780,99.0,133.0,0.08,0.08,100.0,0.3,14,80,1,1
251790,79.0,98.0,0.04,0.04,100.0,0.39,13,81,1,1
251800,121.0,165.0,0.24,0.28,100.0,0.3,17,81,1,1
251810,40.0,102.0,2.79,3.0,100.0,0.49,15,82,1,1
251820,80.0,107.0,0.03,0.03,100.0,0.3,22,82,1,1
251830,48.0,102.0,5.38,5.65,100.0,0.49,18,83,1,1
251840,75.0,146.0,0.03,0.03,100.0,0.3,9,83,1,1
251850,23.0,100.0,0.03,0.03,100.0,0.3,22,83,1,1
251860,26.0,60.0,0.03,0.03,100.0,0.3,21,79,1,1
251870,31.0,50.0,0.03,0.03,100.0,0.3,17,79,1,1
251880,31.0,50.0,0.03,0.03,100.0,0.3,15,79,1,1
251890,51.0,230.0,0.2,0.32,100.0,0.3,17,79,1,1
251900,96.0,158.0,0.04,0.06,100.0,0.49,27,79,1,1
251910,86.0,102.0,0.04,0.04,100.0,0.3,47,79,1,1
251920,60.0,86.0,0.03,0.03,100.0,0.3,21,79,1,1
251930,60.0,86.0,0.03,0.03,100.0,0.3,20,79,1,1
251940,98.0,122.0,0.03,0.03,100.0,0.3,15,79,1,1
251950,54.0,72.0,0.03,0.03,50.0,0.59,20,78,1,1
251960,106.0,113.0,0.03,0.03,100.0,0.3,10,79,1,1
251970,101.0,156.0,0.14,0.17,100.0,0.49,24,79,1,1
251980,97.0,97.0,0.03,0.03,100.0,0.3,29,80,1,1
251990,104.0,125.0,0.03,0.03,100.0,0.3,25,80,1,1
252000,2.0,33.0,1.02,1.07,100.0,0.49,40,79,1,1
252010,70.0,93.0,0.03,0.03,100.0,0.3,37,80,1,1
252020,68.0,72.0,0.03,0.03,100.0,0.3,31,80,1,1
252030,103.0,103.0,0.02,0.02,50.0,0.2,41,81,1,1
252040,106.0,106.0,0.03,0.03,100.0,0.3,32,82,1,1
252050,103.0,171.0,0.1,0.1,100.0,0.3,24,82,1,1
252060,35.0,125.0,0.03,0.03,100.0,0.3,27,82,2,1
252070,49.0,75.0,0.03,0.03,100.0,0.3,29,82,2,1
252080,101.0,116.0,0.12,0.0,100.0,0.3,29,82,2,1
252090,126.0,202.0,0.14,0.15,100.0,0.3,30,82,2,1
252100,80.0,116.0,0.03,0.03,100.0,0.3,38,83,2,1
252110,80.0,92.0,0.03,0.03,100.0,0.3,44,83,2,1
252120,74.0,97.0,0.03,0.03,100.0,0.3,29,83,2,1
252130,70.0,100.0,0.0,0.0,100.0,0.3,32,83,2,1
252140,78.0,84.0,0.03,0.03,100.0,0.3,29,83,2,1
252150,60.0,166.0,0.03,0.03,100.0,0.3,22,83,2,1
252160,69.0,84.0,0.04,0.04,100.0,0.3,26,83,2,1
252170,69.0,80.0,0.04,0.04,100.0,0.3,24,83,2,1
252180,74.0,95.0,0.04,0.04,100.0,0.3,26,84,1,1
252190,71.0,86.0,0.04,0.04,100.0,0.3,23,83,1,1
252200,69.0,80.0,0.04,0.04,100.0,0.3,20,83,1,1
252210,54.0,92.0,0.04,0.04,100.0,0.3,25,84,1,1
252220,76.0,96.0,0.05,0.05,100.0,0.3,27,84,1,1
252230,80.0,98.0,0.04,0.04,100.0,0.3,23,84,1,1
252240,50.0,69.0,0.03,0.03,100.0,0.3,21,84,1,1
252250,87.0,108.0,0.04,0.04,100.0,0.3,26,84,1,1
252260,82.0,92.0,0.05,0.05,100.0,0.3,26,85,1,1
252270,85.0,91.0,0.0,0.0,100.0,0.3,23,86,1,1
252280,59.0,84.0,0.04,0.04,100.0,0.3,23,86,1,1
252290,94.0,98.0,0.04,0.04,100.0,0.3,31,84,1,1
252300,77.0,88.0,0.03,0.04,100.0,0.3,27,83,1,1
252310,97.0,390.0,0.17,0.19,100.0,0.3,28,82,1,1
252320,80.0,103.0,0.0,0.0,100.0,0.3,23,82,1,1
252330,111.0,118.0,0.05,0.05,100.0,0.59,23,81,1,1
252340,78.0,86.0,0.04,0.04,100.0,0.3,22,81,1,1
252350,96.0,98.0,0.04,0.04,100.0,0.3,24,81,1,1
252360,73.0,90.0,0.03,0.03,100.0,0.3,32,81,1,1
252370,58.0,300.0,0.62,1.22,100.0,0.59,40,81,1,1
252380,96.0,101.0,0.05,0.06,50.0,0.2,40,81,1,1
252390,93.0,101.0,0.06,0.06,50.0,0.2,25,81,1,1
252400,35.0,60.0,0.03,0.03,100.0,0.3,23,81,1,1
252410,80.0,96.0,0.0,0.0,100.0,0.3,24,81,1,1
252420,86.0,115.0,0.04,0.04,100.0,0.3,23,81,1,1
252430,17.0,50.0,0.03,0.03,100.0,0.3,23,81,1,1
252440,84.0,126.0,0.04,0.04,100.0,0.3,44,81,1,1
252450,84.0,126.0,0.04,0.04,100.0,0.3,12,81,1,1
252460,80.0,112.0,0.03,0.04,100.0,0.3,9,81,1,1
252470,83.0,114.0,0.03,0.03,100.0,0.3,9,80,1,1
252480,111.0,159.0,0.05,0.04,100.0,0.3,10,80,1,1
252490,71.0,84.0,0.0,0.0,100.0,0.3,7,79,1,1
252500,86.0,97.0,0.03,0.03,50.0,0.59,8,80,1,1
252510,116.0,385.0,0.05,0.06,100.0,0.37,7,79,1,1
252520,87.0,92.0,0.03,0.03,50.0,0.59,7,79,1,1
252530,68.0,100.0,0.03,0.03,100.0,0.3,10,79,1,1
252540,83.0,85.0,0.04,0.04,100.0,0.3,16,79,1,1
252550,82.0,86.0,0.03,0.03,50.0,0.59,23,79,1,1
252560,39.0,100.0,0.03,0.03,100.0,0.3,17,79,1,1
252570,17.0,90.0,0.03,0.03,100.0,0.3,16,79,1,1
252580,16.0,46.0,0.03,0.03,100.0,0.3,25,79,1,1
252590,31.0,140.0,0.0,0.0,100.0,0.3,25,79,1,1
252600,30.0,72.0,0.03,0.03,100.0,0.3,18,79,1,1
252610,12.0,16.0,0.03,0.04,100.0,0.25,28,79,1,1
252620,48.0,152.0,0.05,0.05,100.0,0.3,23,79,1,1
252630,94.0,100.0,0.03,0.03,50.0,0.2,25,79,1,1
252640,76.0,100.0,0.03,0.03,50.0,0.59,18,79,1,1
252660,109.0,150.0,0.07,0.09,50.0,0.3,48,79,1,1
252670,63.0,83.0,0.03,0.04,100.0,0.3,29,79,1,1
252680,70.0,85.0,0.04,0.04,50.0,0.59,28,79,1,1
252690,7.0,103.0,0.09,0.1,100.0,0.39,35,79,1,1
252700,84.0,180.0,0.03,0.03,100.0,0.3,12,79,1,1
252710,153.0,357.0,0.56,0.79,100.0,0.3,8,79,1,1
252720,97.0,100.0,0.03,0.04,50.0,0.2,8,79,1,1
252730,82.0,117.0,0.0,0.0,100.0,0.3,30,79,1,1
252740,3.0,69.0,0.05,0.05,100.0,0.49,56,79,1,1
252750,97.0,103.0,0.08,0.09,50.0,0.39,39,79,1,1
252760,132.0,743.0,0.51,0.85,50.0,0.69,29,79,1,1
252770,70.0,86.0,0.04,0.04,100.0,0.3,19,80,1,1
252780,84.0,103.0,0.05,0.05,100.0,0.3,25,80,1,1
252790,94.0,107.0,0.04,0.04,100.0,0.3,21,80,1,1
252800,81.0,133.0,0.06,0.06,100.0,0.3,19,80,1,1
252810,27.0,135.0,0.33,0.58,50.0,0.39,19,79,1,1
252820,60.0,138.0,2.71,2.84,100.0,0.49,14,79,1,1
252830,60.0,138.0,2.71,2.84,100.0,0.49,31,79,1,1
252840,34.0,81.0,0.0,0.0,100.0,0.3,26,79,1,1
252850,70.0,72.0,0.02,0.02,100.0,0.3,76,79,1,1
252920,106.0,139.0,0.04,0.04,100.0,0.3,7,79,0,1
252940,104.0,107.0,0.03,0.03,100.0,0.3,23,80,0,1
252960,96.0,102.0,0.13,0.14,50.0,0.39,24,80,0,1
252970,36.0,94.0,0.03,0.03,100.0,0.3,35,80,0,1
252980,88.0,107.0,0.05,0.05,100.0,0.3,11,81,0,1
252990,89.0,130.0,0.05,0.05,100.0,0.3,26,80,0,1
253000,92.0,294.0,0.05,0.07,50.0,0.59,21,80,0,1
253010,2.0,94.0,0.31,0.32,100.0,0.39,19,80,0,1
253020,94.0,200.0,0.0,0.0,100.0,0.49,22,80,1,1
253030,33.0,100.0,0.04,0.05,50.0,0.59,24,80,1,1
253040,36.0,82.0,0.03,0.04,50.0,0.59,61,80,1,1
253050,33.0,138.0,0.07,0.24,50.0,0.39,28,80,1,1
253060,33.0,138.0,0.07,0.24,50.0,0.39,26,80,1,1
253070,33.0,138.0,0.07,0.24,50.0,0.39,29,80,1,1
253080,99.0,126.0,0.0,0.0,100.0,0.49,6,80,1,1
253090,99.0,126.0,0.0,0.0,100.0,0.49,19,80,1,1
253100,99.0,141.0,0.0,0.0,100.0,0.49,43,80,1,1
253110,112.0,128.0,0.0,0.0,100.0,0.49,46,80,1,1
253120,109.0,112.0,0.0,0.0,100.0,0.49,29,80,1,1
253130,38.0,66.0,0.03,0.03,100.0,0.3,59,80,1,1
253140,38.0,97.0,0.03,0.03,50.0,0.2,28,80,1,1
253160,104.0,204.0,0.63,0.79,50.0,0.79,23,80,1,1
253170,82.0,283.0,0.85,1.06,100.0,0.59,7,80,1,1
253180,82.0,283.0,0.85,1.06,100.0,0.59,8,80,1,1
253190,100.0,144.0,0.05,0.05,100.0,0.49,6,80,1,1
253200,100.0,144.0,0.05,0.05,100.0,0.49,8,80,0,1
253210,92.0,107.0,0.05,0.05,100.0,0.49,9,80,0,1
253220,89.0,97.0,0.03,0.03,100.0,0.3,7,80,0,1
253230,131.0,384.0,0.28,0.38,50.0,0.3,18,80,0,1
253240,59.0,61.0,0.03,0.03,100.0,0.3,45,80,0,1
253250,80.0,87.0,0.03,0.03,100.0,0.3,45,80,0,1
253260,90.0,96.0,0.02,0.02,50.0,0.2,49,80,1,1
253270,14.0,27.0,0.06,0.07,50.0,0.39,33,80,1,1
253280,59.0,108.0,0.03,0.04,50.0,0.59,32,81,1,1
253290,5.0,21.0,0.06,0.08,100.0,0.49,27,81,1,1
253300,42.0,54.0,0.02,0.02,50.0,0.59,27,81,1,1
253320,1.0,68.0,0.03,0.03,100.0,0.39,24,81,1,1
253330,82.0,101.0,0.04,0.04,100.0,0.39,14,81,1,1
253370,63.0,71.0,0.0,0.0,100.0,0.2,10,81,1,1
253380,53.0,53.0,0.0,0.0,100.0,0.2,11,81,1,1
253390,59.0,72.0,0.0,0.0,100.0,0.2,10,80,1,1
253400,62.0,75.0,0.0,0.0,100.0,0.2,10,80,1,1
253410,63.0,76.0,0.0,0.0,100.0,0.2,22,80,1,1
253420,22.0,68.0,0.03,0.03,100.0,0.3,16,80,1,1
253430,22.0,68.0,0.03,0.03,100.0,0.3,17,80,1,1
253440,22.0,68.0,0.03,0.03,100.0,0.3,29,80,0,1
253460,101.0,167.0,0.83,1.75,50.0,0.39,20,80,0,1
253470,88.0,96.0,0.66,0.85,100.0,0.2,31,81,0,1
253480,24.0,75.0,0.03,0.03,100.0,0.3,22,81,0,1
253490,65.0,82.0,0.06,0.09,50.0,0.59,25,81,0,1
253500,78.0,93.0,0.03,0.04,100.0,0.3,28,81,0,1
253510,77.0,90.0,0.0,0.0,100.0,0.3,32,81,0,1
253520,77.0,97.0,0.02,0.02,50.0,0.2,12,81,0,1
253530,78.0,86.0,0.0,0.0,100.0,0.3,27,81,0,1
253540,81.0,82.0,0.0,0.0,100.0,0.3,29,81,0,1
253550,54.0,61.0,0.02,0.03,100.0,0.2,33,80,0,1
253560,19.0,100.0,0.03,0.03,100.0,0.3,61,81,1,1
253570,19.0,100.0,0.03,0.03,100.0,0.3,16,81,1,1
253580,46.0,101.0,0.78,0.85,50.0,0.3,11,81,1,1
253590,130.0,255.0,0.03,0.05,50.0,0.39,13,81,1,1
253600,130.0,255.0,0.03,0.05,50.0,0.39,18,80,1,1
253610,64.0,67.0,0.03,0.03,100.0,0.3,52,80,1,1
253620,55.0,63.0,0.06,0.09,50.0,0.59,51,80,1,1
253630,76.0,116.0,0.0,0.0,100.0,0.3,32,80,1,1
253640,68.0,80.0,0.0,0.0,100.0,0.3,28,80,1,1
253650,70.0,73.0,0.0,0.0,100.0,0.3,48,80,1,1
253660,68.0,162.0,0.4,0.47,50.0,0.39,30,80,1,1
253670,66.0,91.0,0.0,0.0,100.0,0.3,27,80,1,1
253680,149.0,567.0,0.37,0.51,50.0,0.39,8,80,1,1
253690,149.0,567.0,0.37,0.51,50.0,0.39,10,81,1,1
253700,26.0,462.0,0.5,0.96,100.0,0.59,8,80,1,1
253710,26.0,462.0,0.5,0.96,100.0,0.59,35,80,1,1
253720,10.0,15.0,0.03,0.04,100.0,0.25,28,80,1,1
253730,10.0,15.0,0.03,0.04,100.0,0.25,28,80,1,1
253740,173.0,703.0,0.4,0.6,50.0,0.49,33,81,1,1
253750,22.0,88.0,0.03,0.03,100.0,0.3,47,81,1,1
253760,74.0,114.0,0.03,0.04,100.0,0.3,41,82,1,1
253770,132.0,257.0,0.14,0.14,100.0,0.3,31,81,1,1
253790,72.0,93.0,0.03,0.03,100.0,0.3,12,81,1,1
253810,38.0,125.0,0.05,0.05,50.0,0.3,8,81,1,1
253820,88.0,88.0,0.02,0.0,50.0,0.2,27,81,1,1
253830,126.0,291.0,0.09,0.1,100.0,0.59,29,81,1,1
253840,93.0,128.0,0.1,0.1,100.0,0.59,26,82,1,1
253850,93.0,128.0,0.1,0.1,100.0,0.59,24,81,1,1
253860,47.0,73.0,0.03,0.03,100.0,0.3,28,81,1,1
253870,25.0,125.0,0.99,1.02,50.0,0.39,23,81,1,1
253880,88.0,100.0,0.02,0.02,50.0,0.2,47,82,1,1
253890,33.0,88.0,0.02,0.02,50.0,0.2,14,81,1,1
253900,90.0,104.0,0.03,0.04,100.0,0.3,21,81,1,1
253920,28.0,43.0,0.03,0.03,100.0,0.3,51,81,1,1
253930,73.0,134.0,0.15,0.18,50.0,0.39,24,81,1,1
253940,37.0,107.0,0.03,0.04,100.0,0.3,39,81,1,1
253950,37.0,107.0,0.03,0.04,100.0,0.3,13,81,1,1
253960,86.0,200.0,0.0,0.0,100.0,0.49,8,81,1,1
253970,42.0,103.0,0.87,0.94,50.0,0.3,7,81,1,1
253980,42.0,103.0,0.87,0.94,50.0,0.3,63,81,1,1
253990,94.0,96.0,0.02,0.02,50.0,0.2,53,81,1,1
254000,93.0,106.0,0.0,0.0,100.0,0.49,31,81,1,1
254030,87.0,115.0,0.03,0.03,100.0,0.3,20,81,1,1
254040,97.0,101.0,0.04,0.04,100.0,0.3,60,81,1,1
254050,94.0,114.0,0.04,0.04,100.0,0.3,7,81,1,1
254060,89.0,105.0,0.0,0.0,100.0,0.49,8,81,1,1
254070,130.0,282.0,0.03,0.04,100.0,0.3,8,81,1,1
254080,86.0,125.0,0.03,0.03,100.0,0.3,9,81,1,1
254090,88.0,95.0,0.03,0.04,100.0,0.3,10,81,1,1
254100,88.0,95.0,0.03,0.04,100.0,0.3,9,81,1,1
254110,69.0,88.0,0.03,0.04,100.0,0.3,9,81,1,1
254120,71.0,82.0,0.04,0.04,100.0,0.3,44,81,1,1
254130,95.0,95.0,0.02,0.0,50.0,0.2,36,81,1,1
254140,1.0,84.0,0.14,0.15,100.0,0.39,19,81,1,1
254150,231.0,836.0,1.13,1.91,50.0,0.59,19,80,1,1
254160,76.0,89.0,0.03,0.03,100.0,0.2,20,81,1,1
254170,45.0,76.0,0.03,0.04,100.0,0.3,18,81,1,1
254180,45.0,76.0,0.03,0.04,100.0,0.3,22,82,1,1
254190,41.0,82.0,0.04,0.04,100.0,0.3,30,82,1,1
254200,96.0,102.0,0.25,0.29,100.0,0.2,78,82,1,1
254210,52.0,129.0,0.04,0.05,100.0,0.3,13,83,1,1
254220,50.0,55.0,0.05,0.06,100.0,0.3,13,81,1,1
254230,93.0,120.0,0.05,0.05,100.0,0.3,7,81,1,1
254240,93.0,120.0,0.05,0.05,100.0,0.3,6,81,1,1
254250,91.0,109.0,0.05,0.05,100.0,0.3,6,81,1,1
254260,95.0,117.0,0.05,0.05,100.0,0.3,25,81,1,1
254270,21.0,128.0,2.35,2.46,100.0,0.49,31,81,1,1
254280,91.0,102.0,0.05,0.05,100.0,0.3,18,81,1,1
254290,49.0,136.0,0.05,0.05,100.0,0.3,18,81,1,1
254300,49.0,136.0,0.05,0.05,100.0,0.3,15,81,1,1
254310,76.0,150.0,0.04,0.04,100.0,0.3,16,81,1,1
254320,80.0,95.0,0.03,0.03,100.0,0.3,25,81,1,1
254330,79.0,87.0,0.03,0.04,100.0,0.3,28,81,1,1
254340,76.0,91.0,0.04,0.04,100.0,0.3,21,81,1,1
254350,83.0,92.0,0.04,0.04,100.0,0.3,15,81,1,1
254360,78.0,95.0,0.04,0.04,100.0,0.3,15,81,1,1
254370,85.0,455.0,0.97,1.16,100.0,0.59,19,81,1,1
254380,14.0,135.0,0.03,0.03,100.0,0.49,16,81,1,1
254390,79.0,100.0,0.05,0.05,100.0,0.3,20,81,1,1
254400,79.0,100.0,0.04,0.04,100.0,0.3,20,81,1,1
254410,81.0,91.0,0.05,0.05,100.0,0.3,36,81,1,1
254430,61.0,94.0,0.04,0.04,50.0,0.59,40,81,1,1
254440,63.0,88.0,0.04,0.05,100.0,0.3,26,82,1,1
254450,47.0,250.0,0.05,0.05,100.0,0.3,35,81,1,1
254460,84.0,88.0,0.05,0.05,100.0,0.3,37,80,1,1
254470,67.0,87.0,0.05,0.05,100.0,0.3,46,80,1,1
254480,79.0,92.0,0.05,0.05,100.0,0.3,41,80,1,1
254490,86.0,91.0,0.05,0.05,100.0,0.3,28,80,1,1
254500,20.0,100.0,1.23,1.62,100.0,0.59,29,80,1,1
254510,56.0,70.0,0.06,0.09,50.0,0.59,29,80,1,1
254520,1.0,65.0,0.03,0.03,50.0,0.2,7,80,1,1
254530,71.0,83.0,0.05,0.05,100.0,0.3,8,80,1,1
254540,74.0,80.0,0.04,0.04,100.0,0.3,8,80,1,1
254550,8.0,100.0,0.7,0.83,100.0,0.49,7,80,1,1
254560,75.0,87.0,0.04,0.04,100.0,0.3,7,80,1,1
254570,75.0,87.0,0.04,0.04,100.0,0.3,26,80,1,1
254580,87.0,125.0,0.04,0.04,100.0,0.3,40,80,1,1
254590,2.0,308.0,0.02,0.07,100.0,0.49,20,80,1,1
254600,2.0,308.0,0.02,0.07,100.0,0.49,17,80,1,1
254610,69.0,83.0,0.03,0.04,50.0,0.39,19,80,1,1
254620,83.0,94.0,0.03,0.04,50.0,0.39,49,80,1,1
254630,56.0,73.0,0.04,0.04,100.0,0.3,52,80,1,1
254640,56.0,73.0,0.04,0.04,100.0,0.3,32,80,1,1
254650,18.0,206.0,0.05,0.17,100.0,0.49,26,80,1,1
254660,75.0,91.0,0.05,0.05,100.0,0.3,5,80,1,1
254670,98.0,190.0,0.21,0.24,50.0,0.39,7,80,1,1
254680,81.0,100.0,0.05,0.05,100.0,0.3,18,80,1,1
254690,82.0,104.0,0.04,0.04,100.0,0.3,29,81,1,1
254700,81.0,100.0,0.05,0.05,100.0,0.3,24,81,1,1
254710,32.0,91.0,0.16,0.17,100.0,0.3,26,81,1,1
254720,76.0,100.0,0.05,0.05,100.0,0.3,27,81,1,1
254730,145.0,343.0,0.36,0.51,100.0,0.3,43,81,1,1
254740,80.0,97.0,0.05,0.05,100.0,0.3,14,82,1,1
254750,79.0,88.0,0.04,0.05,100.0,0.3,27,81,1,1
254760,70.0,125.0,0.05,0.05,100.0,0.3,23,81,1,1
254770,75.0,75.0,0.03,0.03,100.0,0.3,16,81,1,1
254780,69.0,87.0,0.04,0.04,100.0,0.3,16,81,1,1
254790,51.0,86.0,0.05,0.05,100.0,0.3,16,80,1,1
254800,70.0,121.0,0.05,0.05,100.0,0.3,22,80,1,1
254820,90.0,90.0,0.03,0.03,50.0,0.2,37,80,1,1
254830,97.0,106.0,0.03,0.03,50.0,0.3,33,80,1,1
254840,62.0,78.0,0.06,0.07,100.0,0.3,27,80,1,1
254850,41.0,138.0,0.05,0.09,100.0,0.3,25,80,1,1
254860,43.0,100.0,0.02,0.02,100.0,0.39,30,80,1,1
254880,79.0,101.0,0.04,0.04,50.0,0.2,36,80,1,1
254920,78.0,80.0,0.03,0.03,100.0,0.3,13,81,1,1
254940,121.0,187.0,0.22,0.27,100.0,0.59,17,81,0,1
254950,121.0,187.0,0.22,0.27,100.0,0.59,22,81,0,1
254960,121.0,187.0,0.22,0.27,100.0,0.59,40,81,0,1
254970,121.0,187.0,0.22,0.27,100.0,0.59,39,81,0,1
254980,42.0,78.0,0.03,0.04,50.0,0.59,68,80,0,1
254990,96.0,96.0,0.04,0.0,100.0,0.3,5,80,0,1
255010,45.0,791.0,0.12,0.42,50.0,0.39,35,80,1,1
255020,88.0,132.0,0.02,0.02,50.0,0.39,59,80,1,1
255030,13.0,19.0,0.06,0.07,50.0,0.59,37,80,1,1
255040,15.0,24.0,0.06,0.06,50.0,0.59,8,81,1,1
255050,71.0,201.0,0.15,0.29,100.0,0.3,9,81,1,1
255060,28.0,100.0,0.03,0.03,100.0,0.3,39,81,0,1
255070,28.0,100.0,0.03,0.03,100.0,0.3,64,81,0,1
255090,90.0,102.0,0.03,0.03,100.0,0.3,37,81,0,1
255100,69.0,78.0,0.03,0.03,100.0,0.3,27,80,0,1
255110,65.0,80.0,0.03,0.03,100.0,0.3,50,80,0,1
255120,76.0,80.0,0.04,0.04,100.0,0.3,35,80,1,1
255130,74.0,78.0,0.04,0.04,100.0,0.3,18,80,1,1
255140,95.0,358.0,0.07,0.55,100.0,0.49,6,81,1,1
255150,95.0,358.0,0.07,0.55,100.0,0.49,42,80,1,1
255160,84.0,144.0,0.77,0.94,100.0,0.59,56,81,1,1
255180,1.0,80.0,0.05,0.05,100.0,0.39,28,81,0,1
255190,1.0,80.0,0.05,0.05,100.0,0.39,28,80,0,1
255200,1.0,80.0,0.05,0.05,100.0,0.39,35,80,0,1
255210,24.0,106.0,0.9,0.98,100.0,0.59,51,81,0,1
255220,5.0,17.0,0.03,0.04,100.0,0.25,7,81,0,1
255230,95.0,105.0,0.03,0.03,100.0,0.3,6,81,0,1
255240,95.0,105.0,0.03,0.03,100.0,0.3,15,80,1,1
255260,8.0,15.0,0.04,0.04,100.0,0.25,27,80,1,1
255270,60.0,73.0,0.03,0.03,100.0,0.3,36,80,1,1
255280,62.0,78.0,0.03,0.03,100.0,0.3,54,81,1,1
255290,7.0,12.0,0.04,0.04,100.0,0.25,20,80,1,1
255300,72.0,150.0,0.04,0.04,100.0,0.3,27,81,0,1
255310,72.0,150.0,0.04,0.04,100.0,0.3,38,81,0,1
255320,84.0,96.0,0.02,0.02,50.0,0.2,31,81,0,1
255330,83.0,93.0,0.04,0.04,100.0,0.3,38,80,0,1
255340,23.0,70.0,0.03,0.03,100.0,0.3,37,80,0,1
255350,17.0,110.0,0.1,0.15,100.0,0.49,31,80,0,1
255360,85.0,112.0,0.04,0.04,100.0,0.3,30,81,1,1
255370,85.0,112.0,0.04,0.04,100.0,0.3,23,80,1,1
255380,83.0,89.0,0.03,0.03,100.0,0.3,17,81,1,1
255390,84.0,93.0,0.04,0.04,100.0,0.3,15,80,1,1
255400,66.0,352.0,0.45,0.57,50.0,0.39,16,81,1,1
255410,200.0,313.0,0.02,0.03,100.0,0.49,21,81,1,1
255430,87.0,87.0,0.02,0.0,100.0,0.3,64,81,0,1
255440,1.0,32.0,0.02,0.02,100.0,0.49,36,81,0,1
